service_id,date,exception_type
1111000_TR6,20200720,2
1111000_TR6,20200721,2
1111000_TR6,20200722,2
1111000_TR6,20200723,2
1111000_TR6,20200727,2
1111000_TR6,20200728,2
1111000_TR6,20200729,2
1111000_TR6,20200730,2
1111000_TR6,20200803,2
1111000_TR6,20200804,2
1111000_TR6,20200805,2
1111000_TR6,20200806,2
1111000_TR6,20200810,2
1111000_TR6,20200811,2
1111000_TR6,20200812,2
1111000_TR6,20200813,2
1111000_TR6,20200817,2
1111000_TR6,20200818,2
1111000_TR6,20200819,2
1111000_TR6,20200820,2
1111000_TR6,20200824,2
1111000_TR6,20200825,2
1111000_TR6,20200826,2
1111000_TR6,20200827,2
1111000_TR6,20200831,2
1111000_TR6,20200928,2
1111000_TR6,20201027,2
1111000_TR6,20201028,2
1111000_TR6,20201117,2
0000001_TR21,20191226,1
0000001_TR21,20200101,1
0000001_TR21,20200411,1
0000001_TR21,20200413,1
0000001_TR21,20200502,1
0000001_TR21,20200509,1
0000001_TR21,20200706,1
0000001_TR21,20200928,1
0000011_TR21,20200501,1
0000011_TR21,20200508,1
0000011_TR21,20200706,1
0000011_TR21,20200928,1
0000011_TR21,20201028,1
0000011_TR22,20191224,1
0000011_TR22,20191225,1
0000011_TR22,20191226,1
0000011_TR22,20200101,1
0000011_TR22,20200410,1
0000011_TR22,20200413,1
0000011_TR22,20200425,2
0000011_TR22,20200426,2
0000011_TR22,20200502,2
0000011_TR22,20200503,2
0000011_TR22,20200509,2
0000011_TR22,20200510,2
0000011_TR22,20200516,2
0000011_TR22,20200517,2
0000011_TR22,20200523,2
0000011_TR22,20200524,2
0000011_TR22,20200530,2
0000011_TR22,20200531,2
0000011_TR22,20200606,2
0000011_TR22,20200607,2
0000011_TR22,20200613,2
0000011_TR22,20200614,2
0000011_TR22,20200620,2
0000011_TR22,20200621,2
0000011_TR22,20200627,2
0000011_TR22,20200628,2
0000011_TR22,20200704,2
0000011_TR22,20200705,2
0000011_TR22,20200711,2
0000011_TR22,20200712,2
0000011_TR22,20200718,2
0000011_TR22,20200719,2
0000011_TR22,20200725,2
0000011_TR22,20200726,2
0000011_TR22,20200801,2
0000011_TR22,20200802,2
0000011_TR22,20200808,2
0000011_TR22,20200809,2
0000011_TR22,20200815,2
0000011_TR22,20200816,2
0000011_TR22,20200822,2
0000011_TR22,20200823,2
0000011_TR22,20200829,2
0000011_TR22,20200830,2
0000011_TR22,20200905,2
0000011_TR22,20200906,2
0000011_TR22,20200912,2
0000011_TR22,20200913,2
0000011_TR22,20200919,2
0000011_TR22,20200920,2
0000011_TR22,20200926,2
0000011_TR22,20200927,2
0000011_TR22,20201003,2
0000011_TR22,20201004,2
0000011_TR22,20201010,2
0000011_TR22,20201011,2
0000011_TR22,20201017,2
0000011_TR22,20201018,2
0000011_TR22,20201024,2
0000011_TR22,20201025,2
0000011_TR22,20201117,1
1111111_TR22,20191221,2
1111111_TR22,20191222,2
1111111_TR22,20191224,2
1111111_TR22,20191225,2
1111111_TR22,20191226,2
1111111_TR22,20191228,2
1111111_TR22,20191229,2
1111111_TR22,20200101,2
1111111_TR22,20200104,2
1111111_TR22,20200105,2
1111111_TR22,20200111,2
1111111_TR22,20200112,2
1111111_TR22,20200118,2
1111111_TR22,20200119,2
1111111_TR22,20200125,2
1111111_TR22,20200126,2
1111111_TR22,20200201,2
1111111_TR22,20200202,2
1111111_TR22,20200208,2
1111111_TR22,20200209,2
1111111_TR22,20200215,2
1111111_TR22,20200216,2
1111111_TR22,20200222,2
1111111_TR22,20200223,2
1111111_TR22,20200229,2
1111111_TR22,20200301,2
1111111_TR22,20200307,2
1111111_TR22,20200308,2
1111111_TR22,20200314,2
1111111_TR22,20200315,2
1111111_TR22,20200321,2
1111111_TR22,20200322,2
1111111_TR22,20200328,2
1111111_TR22,20200329,2
1111111_TR22,20200404,2
1111111_TR22,20200405,2
1111111_TR22,20200410,2
1111111_TR22,20200411,2
1111111_TR22,20200412,2
1111111_TR22,20200413,2
1111111_TR22,20200418,2
1111111_TR22,20200419,2
1111111_TR22,20201031,2
1111111_TR22,20201101,2
1111111_TR22,20201107,2
1111111_TR22,20201108,2
1111111_TR22,20201114,2
1111111_TR22,20201115,2
1111111_TR22,20201117,2
1111111_TR22,20201121,2
1111111_TR22,20201122,2
1111111_TR22,20201128,2
1111111_TR22,20201129,2
1111111_TR22,20201205,2
1111111_TR22,20201206,2
1111100_TR13,20200501,2
1111100_TR13,20200508,2
1111100_TR13,20200706,2
1111100_TR14,20191224,2
1111100_TR14,20191225,2
1111100_TR14,20191226,2
1111100_TR14,20200101,2
1111100_TR14,20200410,2
1111100_TR14,20200413,2
1111100_TR14,20200427,2
1111100_TR14,20200428,2
1111100_TR14,20200429,2
1111100_TR14,20200430,2
1111100_TR14,20200501,2
1111100_TR14,20200504,2
1111100_TR14,20200505,2
1111100_TR14,20200506,2
1111100_TR14,20200507,2
1111100_TR14,20200508,2
1111100_TR14,20200511,2
1111100_TR14,20200512,2
1111100_TR14,20200513,2
1111100_TR14,20200514,2
1111100_TR14,20200515,2
1111100_TR14,20200518,2
1111100_TR14,20200519,2
1111100_TR14,20200520,2
1111100_TR14,20200521,2
1111100_TR14,20200522,2
1111100_TR14,20200525,2
1111100_TR14,20200526,2
1111100_TR14,20200527,2
1111100_TR14,20200528,2
1111100_TR14,20200529,2
1111100_TR14,20200601,2
1111100_TR14,20200602,2
1111100_TR14,20200603,2
1111100_TR14,20200604,2
1111100_TR14,20200605,2
1111100_TR14,20200608,2
1111100_TR14,20200609,2
1111100_TR14,20200610,2
1111100_TR14,20200611,2
1111100_TR14,20200612,2
1111100_TR14,20200615,2
1111100_TR14,20200616,2
1111100_TR14,20200617,2
1111100_TR14,20200618,2
1111100_TR14,20200619,2
1111100_TR14,20200622,2
1111100_TR14,20200623,2
1111100_TR14,20200624,2
1111100_TR14,20200625,2
1111100_TR14,20200626,2
1111100_TR14,20200629,2
1111100_TR14,20200630,2
1111100_TR14,20200701,2
1111100_TR14,20200702,2
1111100_TR14,20200703,2
1111100_TR14,20200706,2
1111100_TR14,20200707,2
1111100_TR14,20200708,2
1111100_TR14,20200709,2
1111100_TR14,20200710,2
1111100_TR14,20200713,2
1111100_TR14,20200714,2
1111100_TR14,20200715,2
1111100_TR14,20200716,2
1111100_TR14,20200717,2
1111100_TR14,20200720,2
1111100_TR14,20200721,2
1111100_TR14,20200722,2
1111100_TR14,20200723,2
1111100_TR14,20200724,2
1111100_TR14,20200727,2
1111100_TR14,20200728,2
1111100_TR14,20200729,2
1111100_TR14,20200730,2
1111100_TR14,20200731,2
1111100_TR14,20200803,2
1111100_TR14,20200804,2
1111100_TR14,20200805,2
1111100_TR14,20200806,2
1111100_TR14,20200807,2
1111100_TR14,20200810,2
1111100_TR14,20200811,2
1111100_TR14,20200812,2
1111100_TR14,20200813,2
1111100_TR14,20200814,2
1111100_TR14,20200817,2
1111100_TR14,20200818,2
1111100_TR14,20200819,2
1111100_TR14,20200820,2
1111100_TR14,20200821,2
1111100_TR14,20200824,2
1111100_TR14,20200825,2
1111100_TR14,20200826,2
1111100_TR14,20200827,2
1111100_TR14,20200828,2
1111100_TR14,20200831,2
1111100_TR14,20200928,2
1111100_TR14,20201028,2
1111100_TR14,20201117,2
0000011_TR23,20191225,1
0000011_TR23,20191226,1
0000011_TR23,20200101,1
0000011_TR23,20200410,1
0000011_TR23,20200413,1
0000011_TR23,20200425,2
0000011_TR23,20200426,2
0000011_TR23,20200502,2
0000011_TR23,20200503,2
0000011_TR23,20200509,2
0000011_TR23,20200510,2
0000011_TR23,20200516,2
0000011_TR23,20200517,2
0000011_TR23,20200523,2
0000011_TR23,20200524,2
0000011_TR23,20200530,2
0000011_TR23,20200531,2
0000011_TR23,20200606,2
0000011_TR23,20200607,2
0000011_TR23,20200613,2
0000011_TR23,20200614,2
0000011_TR23,20200620,2
0000011_TR23,20200621,2
0000011_TR23,20200627,2
0000011_TR23,20200628,2
0000011_TR23,20200704,2
0000011_TR23,20200705,2
0000011_TR23,20200711,2
0000011_TR23,20200712,2
0000011_TR23,20200718,2
0000011_TR23,20200719,2
0000011_TR23,20200725,2
0000011_TR23,20200726,2
0000011_TR23,20200801,2
0000011_TR23,20200802,2
0000011_TR23,20200808,2
0000011_TR23,20200809,2
0000011_TR23,20200815,2
0000011_TR23,20200816,2
0000011_TR23,20200822,2
0000011_TR23,20200823,2
0000011_TR23,20200829,2
0000011_TR23,20200830,2
0000011_TR23,20200905,2
0000011_TR23,20200906,2
0000011_TR23,20200912,2
0000011_TR23,20200913,2
0000011_TR23,20200919,2
0000011_TR23,20200920,2
0000011_TR23,20200926,2
0000011_TR23,20200927,2
0000011_TR23,20201003,2
0000011_TR23,20201004,2
0000011_TR23,20201010,2
0000011_TR23,20201011,2
0000011_TR23,20201017,2
0000011_TR23,20201018,2
0000011_TR23,20201024,2
0000011_TR23,20201025,2
0000011_TR23,20201117,1
1111000_TR7,20191224,2
1111000_TR7,20191225,2
1111000_TR7,20191226,2
1111000_TR7,20191227,1
1111000_TR7,20200101,2
1111000_TR7,20200409,2
1111000_TR7,20200413,2
1111000_TR7,20200430,2
1111000_TR7,20200507,2
1111000_TR7,20200706,2
1111000_TR7,20200928,2
1111000_TR7,20201027,2
1111000_TR7,20201028,2
1111000_TR7,20201117,2
0000100_TR5,20191227,2
0000100_TR5,20200409,1
0000100_TR5,20200410,2
0000100_TR5,20200430,1
0000100_TR5,20200501,2
0000100_TR5,20200507,1
0000100_TR5,20200508,2
0000100_TR5,20201027,1
1111011_TR2,20191227,1
1111011_TR2,20200409,2
1111011_TR2,20200410,1
1111011_TR2,20200430,2
1111011_TR2,20200501,1
1111011_TR2,20200507,2
1111011_TR2,20200508,1
1111011_TR2,20201027,2
0000010_TR18,20191224,1
0000010_TR18,20200410,1
0000010_TR18,20200501,1
0000010_TR18,20200508,1
0000010_TR18,20201028,1
0000010_TR18,20201117,1
0000001_TR22,20191225,1
0000001_TR22,20191226,1
0000001_TR22,20200101,1
0000001_TR22,20200413,1
0000001_TR22,20200706,1
0000001_TR22,20200928,1
1111110_TR9,20191225,2
1111110_TR9,20191226,2
1111110_TR9,20200101,2
1111110_TR9,20200413,2
1111110_TR9,20200706,2
1111110_TR9,20200928,2
1111111_TR23,20200127,2
1111111_TR23,20200128,2
1111111_TR23,20200129,2
1111111_TR23,20200130,2
1111111_TR23,20200131,2
1111111_TR23,20200201,2
1111111_TR23,20200202,2
1111111_TR23,20200203,2
1111111_TR23,20200204,2
1111111_TR23,20200205,2
1111111_TR23,20200206,2
1111111_TR23,20200207,2
1111111_TR23,20200208,2
1111111_TR23,20200209,2
1111111_TR23,20200210,2
1111111_TR23,20200211,2
1111111_TR23,20200212,2
1111111_TR23,20200213,2
1111111_TR23,20200214,2
1111111_TR23,20200215,2
1111111_TR23,20200216,2
1111111_TR23,20200217,2
1111111_TR23,20200218,2
1111111_TR23,20200219,2
1111111_TR23,20200220,2
1111111_TR23,20200221,2
1111111_TR23,20200222,2
1111111_TR23,20200223,2
1111111_TR23,20200224,2
1111111_TR23,20200225,2
1111111_TR23,20200226,2
1111111_TR23,20200227,2
1111111_TR23,20200228,2
1111111_TR23,20200229,2
1111111_TR23,20200301,2
1111111_TR23,20200617,2
1111111_TR23,20200618,2
1111111_TR23,20200619,2
1111111_TR23,20200620,2
1111111_TR23,20200621,2
1111111_TR23,20200622,2
0000011_TR24,20200706,1
0000110_TR3,20191223,1
0000110_TR3,20191225,1
0000110_TR3,20191231,1
0000110_TR3,20200409,1
0000110_TR3,20200412,1
0000110_TR3,20200430,1
0000110_TR3,20200507,1
0000110_TR3,20200705,1
0000110_TR3,20200927,1
0000110_TR3,20201027,1
0000110_TR3,20201116,1
0000011_TR25,20191224,1
0000011_TR25,20191225,1
0000011_TR25,20191226,1
0000011_TR25,20200101,1
0000011_TR25,20200410,1
0000011_TR25,20200413,1
0000011_TR25,20200501,1
0000011_TR25,20200508,1
0000011_TR25,20200516,2
0000011_TR25,20200706,1
0000011_TR25,20200928,1
0000011_TR25,20201028,1
0000011_TR25,20201117,1
0000011_TR26,20191224,1
0000011_TR26,20191225,1
0000011_TR26,20191226,1
0000011_TR26,20200101,1
0000011_TR26,20200301,2
0000011_TR26,20200410,1
0000011_TR26,20200413,1
0000011_TR26,20200501,1
0000011_TR26,20200508,1
0000011_TR26,20200706,1
0000011_TR26,20200928,1
0000011_TR26,20201028,1
0000011_TR26,20201117,1
0000011_TR27,20191224,1
0000011_TR27,20191225,1
0000011_TR27,20191226,1
0000011_TR27,20200101,1
0000011_TR27,20200410,1
0000011_TR27,20200413,1
0000011_TR27,20200501,1
0000011_TR27,20200508,1
0000011_TR27,20200620,2
0000011_TR27,20200621,2
0000011_TR27,20200706,1
0000011_TR27,20200928,1
0000011_TR27,20201028,1
0000011_TR27,20201117,1
0000010_TR19,20191224,1
0000010_TR19,20200410,1
0000010_TR19,20200412,1
0000010_TR19,20200501,1
0000010_TR19,20200508,1
0000010_TR19,20200705,1
0000010_TR19,20200927,1
0000010_TR19,20201028,1
0000010_TR19,20201117,1
0000001_TR23,20191226,1
0000001_TR23,20200412,2
0000001_TR23,20200413,1
0000001_TR23,20200705,2
0000001_TR23,20200706,1
0000001_TR23,20200927,2
0000001_TR23,20200928,1
1111100_TR15,20191224,2
1111100_TR15,20191226,2
1111100_TR15,20200410,2
1111100_TR15,20200413,2
1111100_TR15,20200501,2
1111100_TR15,20200508,2
1111100_TR15,20200706,2
1111100_TR15,20200928,2
1111100_TR15,20201028,2
1111100_TR15,20201117,2
1111100_TR16,20191215,1
1111100_TR16,20191221,1
1111100_TR16,20191222,1
1111100_TR16,20191228,1
1111100_TR16,20191229,1
1111100_TR16,20200104,1
1111100_TR16,20200105,1
1111100_TR16,20200111,1
1111100_TR16,20200112,1
1111100_TR16,20200118,1
1111100_TR16,20200119,1
1111100_TR16,20200125,1
1111100_TR16,20200126,1
1111100_TR16,20200201,1
1111100_TR16,20200202,1
1111100_TR16,20200208,1
1111100_TR16,20200209,1
1111100_TR16,20200215,1
1111100_TR16,20200216,1
1111100_TR16,20200222,1
1111100_TR16,20200223,1
1111100_TR16,20200229,1
1111100_TR16,20200301,1
1111100_TR16,20200307,1
1111100_TR16,20200308,1
1111100_TR16,20200314,1
1111100_TR16,20200315,1
1111100_TR16,20200321,1
1111100_TR16,20200322,1
1111100_TR16,20200410,2
1111100_TR16,20200413,2
1111100_TR16,20200501,2
1111100_TR16,20200508,2
1111100_TR16,20200706,2
1111100_TR16,20200928,2
1111100_TR16,20201028,2
1111100_TR16,20201107,1
1111100_TR16,20201108,1
1111100_TR16,20201114,1
1111100_TR16,20201115,1
1111100_TR16,20201121,1
1111100_TR16,20201122,1
1111100_TR16,20201128,1
1111100_TR16,20201129,1
1111100_TR16,20201205,1
1111100_TR16,20201206,1
1111100_TR16,20201212,1
0000010_TR20,20191224,1
0000010_TR20,20200410,1
0000010_TR20,20200412,1
0000010_TR20,20200501,1
0000010_TR20,20200508,1
0000010_TR20,20200705,1
0000010_TR20,20201028,1
0000010_TR20,20201117,1
0000011_TR28,20191223,1
0000011_TR28,20191224,1
0000011_TR28,20191225,1
0000011_TR28,20191226,1
0000011_TR28,20191227,1
0000011_TR28,20191230,1
0000011_TR28,20191231,1
0000011_TR28,20200101,1
0000011_TR28,20200102,1
0000011_TR28,20200103,1
0000011_TR28,20200410,1
0000011_TR28,20200413,1
0000011_TR28,20200501,1
0000011_TR28,20200508,1
0000011_TR28,20200701,1
0000011_TR28,20200702,1
0000011_TR28,20200703,1
0000011_TR28,20200706,1
0000011_TR28,20200707,1
0000011_TR28,20200708,1
0000011_TR28,20200709,1
0000011_TR28,20200710,1
0000011_TR28,20200713,1
0000011_TR28,20200714,1
0000011_TR28,20200715,1
0000011_TR28,20200716,1
0000011_TR28,20200717,1
0000011_TR28,20200720,1
0000011_TR28,20200721,1
0000011_TR28,20200722,1
0000011_TR28,20200723,1
0000011_TR28,20200724,1
0000011_TR28,20200727,1
0000011_TR28,20200728,1
0000011_TR28,20200729,1
0000011_TR28,20200730,1
0000011_TR28,20200731,1
0000011_TR28,20200803,1
0000011_TR28,20200804,1
0000011_TR28,20200805,1
0000011_TR28,20200806,1
0000011_TR28,20200807,1
0000011_TR28,20200810,1
0000011_TR28,20200811,1
0000011_TR28,20200812,1
0000011_TR28,20200813,1
0000011_TR28,20200814,1
0000011_TR28,20200817,1
0000011_TR28,20200818,1
0000011_TR28,20200819,1
0000011_TR28,20200820,1
0000011_TR28,20200821,1
0000011_TR28,20200824,1
0000011_TR28,20200825,1
0000011_TR28,20200826,1
0000011_TR28,20200827,1
0000011_TR28,20200828,1
0000011_TR28,20200831,1
0000011_TR28,20200928,1
0000011_TR28,20201028,1
0000011_TR28,20201117,1
1111010_TR1,20191223,2
1111010_TR1,20191224,2
1111010_TR1,20191226,2
1111010_TR1,20200101,2
1111010_TR1,20200409,2
1111010_TR1,20200410,1
1111010_TR1,20200412,1
1111010_TR1,20200413,2
1111010_TR1,20200430,2
1111010_TR1,20200501,1
1111010_TR1,20200507,2
1111010_TR1,20200508,1
1111010_TR1,20200705,1
1111010_TR1,20200706,2
1111010_TR1,20200927,1
1111010_TR1,20200928,2
1111010_TR1,20201027,2
1111010_TR1,20201028,2
1111010_TR1,20201116,2
1111010_TR1,20201117,2
0000100_TR6,20191223,1
0000100_TR6,20200409,1
0000100_TR6,20200411,1
0000100_TR6,20200430,1
0000100_TR6,20200507,1
0000100_TR6,20200704,1
0000100_TR6,20200926,1
0000100_TR6,20201027,1
0000100_TR6,20201116,1
1111011_TR3,20191223,2
1111011_TR3,20191224,2
1111011_TR3,20191231,2
1111011_TR3,20200409,2
1111011_TR3,20200411,2
1111011_TR3,20200430,2
1111011_TR3,20200507,2
1111011_TR3,20200704,2
1111011_TR3,20200926,2
1111011_TR3,20201027,2
1111011_TR3,20201116,2
0000011_TR29,20200701,1
0000011_TR29,20200702,1
0000011_TR29,20200703,1
0000011_TR29,20200706,1
0000011_TR29,20200707,1
0000011_TR29,20200708,1
0000011_TR29,20200709,1
0000011_TR29,20200710,1
0000011_TR29,20200713,1
0000011_TR29,20200714,1
0000011_TR29,20200715,1
0000011_TR29,20200716,1
0000011_TR29,20200717,1
0000011_TR29,20200720,1
0000011_TR29,20200721,1
0000011_TR29,20200722,1
0000011_TR29,20200723,1
0000011_TR29,20200724,1
0000011_TR29,20200727,1
0000011_TR29,20200728,1
0000011_TR29,20200729,1
0000011_TR29,20200730,1
0000011_TR29,20200731,1
0000011_TR29,20200803,1
0000011_TR29,20200804,1
0000011_TR29,20200805,1
0000011_TR29,20200806,1
0000011_TR29,20200807,1
0000011_TR29,20200810,1
0000011_TR29,20200811,1
0000011_TR29,20200812,1
0000011_TR29,20200813,1
0000011_TR29,20200814,1
0000011_TR29,20200817,1
0000011_TR29,20200818,1
0000011_TR29,20200819,1
0000011_TR29,20200820,1
0000011_TR29,20200821,1
0000011_TR29,20200824,1
0000011_TR29,20200825,1
0000011_TR29,20200826,1
0000011_TR29,20200827,1
0000011_TR29,20200828,1
0000011_TR29,20200831,1
0000011_TR29,20200928,1
0000011_TR29,20201028,1
0000011_TR29,20201117,1
0000010_TR21,20200404,2
0000010_TR21,20200418,2
0000010_TR21,20200502,2
0000010_TR21,20200516,2
0000010_TR21,20200530,2
0000010_TR21,20200613,2
0000010_TR21,20200627,2
0000010_TR21,20200711,2
0000010_TR21,20200725,2
0000010_TR21,20200808,2
0000010_TR21,20200822,2
0000010_TR21,20200905,2
0000010_TR21,20200919,2
0000010_TR21,20201003,2
0000010_TR21,20201017,2
0000011_TR30,20200410,1
0000011_TR30,20200411,2
0000011_TR30,20200413,1
0000011_TR30,20200425,2
0000011_TR30,20200501,1
0000011_TR30,20200508,1
0000011_TR30,20200509,2
0000011_TR30,20200523,2
0000011_TR30,20200606,2
0000011_TR30,20200620,2
0000011_TR30,20200704,2
0000011_TR30,20200706,1
0000011_TR30,20200718,2
0000011_TR30,20200801,2
0000011_TR30,20200815,2
0000011_TR30,20200829,2
0000011_TR30,20200912,2
0000011_TR30,20200926,2
0000011_TR30,20200928,1
0000011_TR30,20201010,2
0000011_TR30,20201024,2
0000011_TR30,20201028,1
1111111_TR25,20200501,2
1111111_TR25,20200502,2
1111111_TR25,20200503,2
1111111_TR25,20200508,2
1111111_TR25,20200509,2
1111111_TR25,20200510,2
1111111_TR25,20200516,2
1111111_TR25,20200517,2
1111111_TR25,20200523,2
1111111_TR25,20200524,2
1111111_TR25,20200530,2
1111111_TR25,20200531,2
1111111_TR25,20200606,2
1111111_TR25,20200607,2
1111111_TR25,20200613,2
1111111_TR25,20200614,2
1111111_TR25,20200620,2
1111111_TR25,20200621,2
1111111_TR25,20200627,2
1111111_TR25,20200628,2
1111111_TR25,20200704,2
1111111_TR25,20200705,2
1111111_TR25,20200706,2
1111111_TR25,20200711,2
1111111_TR25,20200712,2
1111111_TR25,20200718,2
1111111_TR25,20200719,2
1111111_TR25,20200725,2
1111111_TR25,20200726,2
1111111_TR25,20200801,2
1111111_TR25,20200802,2
1111111_TR25,20200808,2
1111111_TR25,20200809,2
1111111_TR25,20200815,2
1111111_TR25,20200816,2
1111111_TR25,20200822,2
1111111_TR25,20200823,2
1111111_TR25,20200829,2
1111111_TR25,20200830,2
0000011_TR31,20200501,1
0000011_TR31,20200508,1
0000011_TR31,20200706,1
0000011_TR32,20191224,1
0000011_TR32,20191225,1
0000011_TR32,20191226,1
0000011_TR32,20200101,1
0000011_TR32,20200410,1
0000011_TR32,20200413,1
0000011_TR32,20200502,2
0000011_TR32,20200503,2
0000011_TR32,20200509,2
0000011_TR32,20200510,2
0000011_TR32,20200516,2
0000011_TR32,20200517,2
0000011_TR32,20200523,2
0000011_TR32,20200524,2
0000011_TR32,20200530,2
0000011_TR32,20200531,2
0000011_TR32,20200606,2
0000011_TR32,20200607,2
0000011_TR32,20200613,2
0000011_TR32,20200614,2
0000011_TR32,20200620,2
0000011_TR32,20200621,2
0000011_TR32,20200627,2
0000011_TR32,20200628,2
0000011_TR32,20200704,2
0000011_TR32,20200705,2
0000011_TR32,20200711,2
0000011_TR32,20200712,2
0000011_TR32,20200718,2
0000011_TR32,20200719,2
0000011_TR32,20200725,2
0000011_TR32,20200726,2
0000011_TR32,20200801,2
0000011_TR32,20200802,2
0000011_TR32,20200808,2
0000011_TR32,20200809,2
0000011_TR32,20200815,2
0000011_TR32,20200816,2
0000011_TR32,20200822,2
0000011_TR32,20200823,2
0000011_TR32,20200829,2
0000011_TR32,20200830,2
0000011_TR32,20200928,1
0000011_TR32,20201028,1
0000011_TR32,20201117,1
1111100_TR17,20191225,2
1111100_TR17,20191226,2
1111100_TR17,20200101,2
1111100_TR17,20200410,2
1111100_TR17,20200413,2
1111100_TR17,20200501,2
1111100_TR17,20200508,2
1111100_TR17,20200706,2
1111100_TR17,20200928,2
1111100_TR17,20201028,2
1111100_TR17,20201117,2
1111001_TR3,20191223,2
1111001_TR3,20191224,2
1111001_TR3,20200409,2
1111001_TR3,20200412,2
1111001_TR3,20200430,2
1111001_TR3,20200507,2
1111001_TR3,20200705,2
1111001_TR3,20200927,2
1111001_TR3,20201027,2
1111001_TR3,20201116,2
0000110_TR4,20191223,1
0000110_TR4,20200409,1
0000110_TR4,20200412,1
0000110_TR4,20200430,1
0000110_TR4,20200507,1
0000110_TR4,20200705,1
0000110_TR4,20200927,1
0000110_TR4,20201027,1
0000110_TR4,20201116,1
0000011_TR34,20191223,1
0000011_TR34,20191224,1
0000011_TR34,20191226,1
0000011_TR34,20191227,1
0000011_TR34,20191230,1
0000011_TR34,20191231,1
0000011_TR34,20200102,1
0000011_TR34,20200103,1
0000011_TR34,20200410,1
0000011_TR34,20200413,1
0000011_TR34,20200501,1
0000011_TR34,20200508,1
0000011_TR34,20200701,1
0000011_TR34,20200702,1
0000011_TR34,20200703,1
0000011_TR34,20200706,1
0000011_TR34,20200707,1
0000011_TR34,20200708,1
0000011_TR34,20200709,1
0000011_TR34,20200710,1
0000011_TR34,20200713,1
0000011_TR34,20200714,1
0000011_TR34,20200715,1
0000011_TR34,20200716,1
0000011_TR34,20200717,1
0000011_TR34,20200720,1
0000011_TR34,20200721,1
0000011_TR34,20200722,1
0000011_TR34,20200723,1
0000011_TR34,20200724,1
0000011_TR34,20200727,1
0000011_TR34,20200728,1
0000011_TR34,20200729,1
0000011_TR34,20200730,1
0000011_TR34,20200731,1
0000011_TR34,20200803,1
0000011_TR34,20200804,1
0000011_TR34,20200805,1
0000011_TR34,20200806,1
0000011_TR34,20200807,1
0000011_TR34,20200810,1
0000011_TR34,20200811,1
0000011_TR34,20200812,1
0000011_TR34,20200813,1
0000011_TR34,20200814,1
0000011_TR34,20200817,1
0000011_TR34,20200818,1
0000011_TR34,20200819,1
0000011_TR34,20200820,1
0000011_TR34,20200821,1
0000011_TR34,20200824,1
0000011_TR34,20200825,1
0000011_TR34,20200826,1
0000011_TR34,20200827,1
0000011_TR34,20200828,1
0000011_TR34,20200831,1
0000011_TR34,20200928,1
0000011_TR34,20201028,1
0000011_TR34,20201117,1
0000000_TR7,20191215,1
0000000_TR7,20191221,1
0000000_TR7,20191222,1
0000000_TR7,20191224,1
0000000_TR7,20191225,1
0000000_TR7,20191226,1
0000000_TR7,20191228,1
0000000_TR7,20191229,1
0000000_TR7,20200101,1
0000000_TR7,20200104,1
0000000_TR7,20200105,1
0000000_TR7,20200111,1
0000000_TR7,20200112,1
0000000_TR7,20200118,1
0000000_TR7,20200119,1
0000000_TR7,20200125,1
0000000_TR7,20200126,1
0000000_TR7,20200201,1
0000000_TR7,20200202,1
0000000_TR7,20200208,1
0000000_TR7,20200209,1
0000000_TR7,20200215,1
0000000_TR7,20200216,1
0000000_TR7,20200222,1
0000000_TR7,20200223,1
0000000_TR7,20200229,1
0000000_TR7,20200301,1
0000000_TR7,20200307,1
0000000_TR7,20200308,1
0000000_TR7,20200314,1
0000000_TR7,20200315,1
0000000_TR7,20200321,1
0000000_TR7,20200322,1
0000000_TR7,20201107,1
0000000_TR7,20201108,1
0000000_TR7,20201114,1
0000000_TR7,20201115,1
0000000_TR7,20201117,1
0000000_TR7,20201121,1
0000000_TR7,20201122,1
0000000_TR7,20201128,1
0000000_TR7,20201129,1
0000000_TR7,20201205,1
0000000_TR7,20201206,1
0000000_TR7,20201212,1
0000000_TR8,20200530,1
0000000_TR8,20200531,1
0000000_TR8,20201101,1
0000010_TR23,20200705,1
0000010_TR23,20200927,1
0000011_TR35,20200706,1
0000011_TR35,20200928,1
0000011_TR35,20201028,1
1111101_TR8,20191222,2
1111101_TR8,20191224,2
1111101_TR8,20191225,2
1111101_TR8,20191226,2
1111101_TR8,20191229,2
1111101_TR8,20191231,2
1111101_TR8,20200410,2
1111101_TR8,20200412,2
1111101_TR8,20200501,2
1111101_TR8,20200508,2
1111101_TR8,20200705,2
1111101_TR8,20200927,2
1111000_TR8,20191223,2
1111000_TR8,20191224,2
1111000_TR8,20191225,2
1111000_TR8,20191226,2
1111000_TR8,20191231,2
1111000_TR8,20200101,2
1111000_TR8,20200409,2
1111000_TR8,20200413,2
1111000_TR8,20200430,2
1111000_TR8,20200507,2
1111000_TR8,20200706,2
1111000_TR8,20200928,2
1111000_TR8,20201027,2
1111000_TR8,20201028,2
1111000_TR8,20201116,2
1111000_TR8,20201117,2
1111111_TR26,20191223,2
1111111_TR26,20191224,2
1111111_TR26,20191227,2
1111111_TR26,20191230,2
1111111_TR26,20191231,2
1111111_TR26,20200102,2
1111111_TR26,20200103,2
1111110_TR10,20191222,1
1111110_TR10,20191224,2
1111110_TR10,20191229,1
1111110_TR10,20200101,2
1111110_TR10,20200412,1
1111110_TR10,20200413,2
1111110_TR10,20200705,1
