from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
U1712Z2,U1712Z3,1,,317_239_200316,446_13_180430
U1712Z1,U1712Z3,1,,317_26_200601,446_19_180430
U1712Z2,U1712Z3,1,,317_171_200316,446_29_180430
U1712Z2,U1712Z3,1,,317_27_200316,446_31_180430
U1712Z2,U1712Z3,1,,317_165_200316,446_35_200518
U1712Z1,U1712Z3,1,,317_236_200601,446_37_180430
U1712Z2,U1712Z3,1,,317_7_200316,446_39_180430
U1712Z1,U1712Z3,1,,317_28_190902,446_41_180430
U1712Z2,U1712Z3,1,,317_170_200316,446_43_180430
U1712Z2,U1712Z3,1,,317_169_200316,446_47_180430
U1712Z1,U1712Z3,1,,317_156_200601,446_49_180430
U1712Z2,U1712Z3,1,,317_161_200316,446_51_180430
U1712Z1,U1712Z3,1,,317_139_200601,446_57_180430
U1712Z2,U1712Z3,1,,317_174_200316,446_59_180430
U1712Z2,U1712Z3,1,,317_168_200316,446_63_180430
U1712Z1,U1712Z3,1,,317_52_190902,446_64_180430
U1712Z1,U1712Z3,1,,317_124_200601,446_73_190902
U1712Z2,U1712Z3,1,,317_166_200316,446_73_190902
U1709Z2,U1709Z2,1,,317_166_200316,449_31_191216
U1702Z2,U1702Z2,1,,321_37_200316,318_1_200615
U1702Z1,U1702Z1,1,,318_199_200601,321_36_190902
U1709Z2,U1709Z2,1,,317_7_200316,449_1_191216
U1702Z2,U1702Z2,1,,317_29_200316,318_5_200615
U1842Z2,U1842Z1,1,,488_14_200420,314_198_200401
U1702Z2,U1702Z2,1,,317_23_200316,318_192_200615
U1702Z2,U1702Z2,1,,321_7_200316,318_58_200615
U1704Z4,U1704Z3,1,,318_23_200615,318_258_200615
U1702Z2,U1702Z2,1,,321_132_200316,318_60_200615
U1702Z2,U1702Z2,1,,317_175_200316,318_74_200615
U1702Z1,U1702Z1,1,,317_148_190902,318_213_200601
U1702Z2,U1702Z2,1,,317_171_200316,318_76_200615
U1702Z1,U1702Z1,1,,317_236_200601,318_214_200601
U1702Z2,U1702Z2,1,,317_170_200316,318_16_200615
U1702Z2,U1702Z2,1,,317_284_200518,318_21_200615
U1702Z2,U1702Z2,1,,321_22_200316,318_85_200615
U1702Z1,U1702Z1,1,,321_19_200601,318_218_200601
U1702Z2,U1702Z2,1,,317_163_200316,318_87_200615
U1702Z1,U1702Z1,1,,317_38_200601,318_260_200615
U1702Z2,U1702Z2,1,,317_235_200316,318_81_200615
U1702Z2,U1702Z2,1,,317_31_200316,318_82_200615
U1702Z1,U1702Z1,1,,317_153_191125,318_220_200601
U1702Z2,U1702Z2,1,,317_162_200316,318_57_200615
U1702Z2,U1702Z2,1,,321_24_200316,318_68_200615
U1702Z1,U1702Z1,1,,317_139_200601,318_223_200601
U1702Z1,U1702Z1,1,,321_30_200601,318_224_200601
U1702Z1,U1702Z1,1,,318_196_200601,317_242_190902
U1702Z2,U1702Z2,1,,321_18_200316,318_91_200615
U1842Z1,U1842Z1,1,,488_19_200518,314_200_200401
U1842Z2,U1842Z1,1,,488_44_180430,314_200_200401
U1330Z2,U1330Z2,1,,339_17_190902,334_29_200615
U1702Z1,U1702Z1,1,,321_33_200601,318_225_200601
U1702Z2,U1702Z2,1,,318_64_200615,321_4_200316
U1702Z1,U1702Z1,1,,321_31_190902,318_226_200601
U1702Z2,U1702Z2,1,,317_7_200316,318_9_200615
U1709Z1,U1709Z2,1,,320_60_200615,449_9_191216
U1842Z1,U1842Z1,1,,488_33_180430,314_203_200401
U1842Z2,U1842Z1,1,,488_38_180430,314_204_200401
U1842Z1,U1842Z1,1,,488_13_200518,314_205_200401
U1842Z2,U1842Z1,1,,488_42_180430,314_205_200401
U1842Z1,U1842Z1,1,,488_45_180430,314_206_200401
U1842Z2,U1842Z1,1,,488_20_180430,314_206_200401
U1709Z2,U1709Z2,1,,317_168_200316,449_10_191216
U1709Z1,U1709Z2,1,,317_52_190902,449_10_191216
U1709Z2,U1709Z2,1,,321_144_191216,320_97_200615
U1702Z1,U1702Z1,1,,317_159_190902,318_227_200601
U1702Z2,U1702Z2,1,,317_164_200316,318_174_200615
U1702Z1,U1702Z1,1,,321_5_200601,318_228_200601
U1702Z2,U1702Z2,1,,321_34_200316,318_194_200615
U1702Z1,U1702Z1,1,,317_19_200601,318_261_200615
U1702Z2,U1702Z2,1,,317_161_200316,318_262_200615
U1702Z1,U1702Z1,1,,317_30_190902,318_263_200615
U1702Z2,U1702Z2,1,,318_1_200615,321_37_200316
U1739Z2,U1739Z2,1,,449_32_200615,318_94_200615
U1702Z2,U1702Z2,1,,317_25_200316,318_94_200615
U1702Z1,U1702Z1,1,,317_50_190902,318_265_200615
U1709Z1,U1709Z2,1,,317_4_200601,447_14_180702
U1709Z2,U1709Z2,1,,317_165_200316,448_244_200615
U1709Z1,U1709Z2,1,,317_283_200601,447_19_180702
U1702Z1,U1702Z1,1,,317_2_200601,318_233_200601
U1702Z2,U1702Z2,1,,317_239_200316,318_23_200615
U1702Z1,U1702Z1,1,,317_122_191125,318_266_200615
U1709Z1,U1709Z2,1,,321_30_200601,447_8_180702
U1842Z2,U1842Z1,1,,488_2_200518,314_211_200401
U1702Z2,U1702Z2,1,,317_45_200316,318_72_200615
U1702Z1,U1702Z1,1,,318_226_200601,321_31_190902
U1709Z2,U1709Z2,1,,446_16_180430,320_98_200615
U1709Z1,U1709Z2,1,,488_34_180430,320_98_200615
U1702Z1,U1702Z1,1,,318_227_200601,317_159_190902
U1709Z2,U1709Z2,1,,317_29_200316,449_5_191216
U1842Z2,U1842Z1,1,,488_10_180430,314_210_200401
U1702Z1,U1702Z1,1,,317_283_200601,318_235_200601
U1709Z1,U1709Z2,1,,320_57_200615,449_16_191216
U1702Z1,U1702Z1,1,,317_4_200601,318_237_200601
U1702Z1,U1702Z1,1,,317_156_200601,318_238_200601
U1702Z2,U1702Z2,1,,317_169_200316,318_39_200615
U1702Z1,U1702Z1,1,,317_145_200601,318_239_200601
U1702Z2,U1702Z2,1,,317_174_200316,318_43_200615
U1702Z1,U1702Z1,1,,317_10_200601,318_240_200601
U1702Z1,U1702Z1,1,,321_11_190902,318_241_200601
U1709Z1,U1709Z2,1,,447_21_180702,317_49_200316
U1702Z2,U1702Z2,1,,318_11_200615,317_49_200316
U1702Z2,U1702Z2,1,,318_60_200615,321_132_200316
U1842Z1,U1842Z1,1,,488_43_180430,314_212_200401
U1842Z2,U1842Z1,1,,488_18_200518,314_212_200401
U1702Z1,U1702Z1,1,,317_48_190902,318_267_200615
U1330Z2,U1330Z2,1,,339_276_190902,334_35_200615
U1686Z2,U1686Z1,1,,630_409_200518,386_40_191216
U1686Z3,U1686Z1,1,,630_420_200518,386_40_191216
U2008Z4,U2008Z2,1,,489_8_191125,385_154_200120
U1330Z1,U1330Z1,1,,332_779_200615,332_713_200615
U1330Z1,U1330Z1,1,,332_881_200615,332_725_200615
U1330Z1,U1330Z1,1,,332_920_200620,332_725_200615
U1330Z1,U1330Z1,1,,332_797_200615,332_727_200615
U1330Z1,U1330Z1,1,,332_829_200615,332_729_200615
U1330Z1,U1330Z1,1,,332_878_200615,332_731_200615
U1330Z1,U1330Z1,1,,332_921_200620,332_731_200615
U1330Z1,U1330Z1,1,,332_781_200615,332_733_200615
U1330Z1,U1330Z1,1,,332_861_200615,332_735_200615
U1330Z1,U1330Z1,1,,332_799_200615,332_737_200615
U1330Z1,U1330Z1,1,,332_831_200615,332_739_200615
U1330Z1,U1330Z1,1,,332_931_200620,332_739_200615
U1330Z1,U1330Z1,1,,332_783_200615,332_741_200615
U1330Z1,U1330Z1,1,,332_874_200615,332_743_200615
U1330Z1,U1330Z1,1,,332_925_200620,332_743_200615
U1330Z1,U1330Z1,1,,332_801_200615,332_745_200615
U1330Z1,U1330Z1,1,,332_813_200615,332_747_200615
U1330Z1,U1330Z1,1,,332_845_200615,332_749_200615
U1330Z1,U1330Z1,1,,332_785_200615,332_751_200615
U1330Z1,U1330Z1,1,,332_803_200615,332_753_200615
U1330Z1,U1330Z1,1,,332_891_200615,332_755_200615
U1330Z1,U1330Z1,1,,332_855_200615,332_757_200615
U1330Z1,U1330Z1,1,,332_787_200615,332_759_200615
U1330Z1,U1330Z1,1,,332_888_200615,332_761_200615
U1330Z1,U1330Z1,1,,332_817_200615,332_763_200615
U1330Z1,U1330Z1,1,,332_849_200615,332_767_200615
U1330Z1,U1330Z1,1,,332_789_200615,332_769_200615
U1330Z1,U1330Z1,1,,332_935_200620,332_769_200615
U1330Z1,U1330Z1,1,,332_839_200615,332_771_200615
U1330Z1,U1330Z1,1,,332_791_200615,332_773_200615
U1330Z1,U1330Z1,1,,332_841_200615,332_775_200615
U1330Z1,U1330Z1,1,,332_793_200615,332_777_200615
U2109Z1,U2109Z2,1,,452_352_200615,332_782_200615
U2109Z1,U2109Z2,1,,452_384_200620,332_782_200615
U2109Z1,U2109Z2,1,,452_360_200615,332_798_200615
U2109Z1,U2109Z2,1,,452_388_200620,332_798_200615
U2109Z1,U2109Z2,1,,452_372_200615,332_818_200615
U2109Z1,U2109Z2,1,,452_354_200615,332_828_200615
U2109Z1,U2109Z2,1,,452_378_200620,332_828_200615
U2109Z1,U2109Z2,1,,452_366_200615,332_838_200615
U2109Z1,U2109Z2,1,,452_357_200615,332_852_200615
U1513Z1,U1513Z1,1,,333_1065_200302,331_265_191202
U3303Z1,U3303Z1,1,,454_234_200601,332_875_200615
U3303Z1,U3303Z1,1,,454_241_200601,332_879_200615
U3303Z1,U3303Z1,1,,454_240_200601,332_884_200615
U1502Z1,U1502Z1,1,,341_794_200615,331_240_200302
U1502Z1,U1502Z1,1,,341_776_200615,331_242_200302
U1502Z1,U1502Z1,1,,341_778_200615,331_244_200302
U1502Z1,U1502Z1,1,,341_782_200615,331_246_200518
U1502Z1,U1502Z1,1,,341_810_200615,331_249_200302
U1502Z1,U1502Z1,1,,341_788_200615,333_1050_200302
U1502Z1,U1502Z1,1,,341_800_200615,333_1053_200302
U1502Z1,U1502Z1,1,,341_817_200615,331_251_200302
U1502Z1,U1502Z1,1,,341_841_200615,333_1057_200302
U1502Z1,U1502Z1,1,,341_790_200615,333_1061_200302
U1513Z2,U1513Z2,1,,331_130_191202,333_1062_200302
U1502Z1,U1502Z1,1,,341_802_200615,333_1065_200302
U1502Z1,U1502Z1,1,,341_651_191104,333_1071_200302
U1502Z1,U1502Z1,1,,341_837_200615,333_1073_200302
U1513Z2,U1513Z2,1,,333_1098_200302,331_62_200518
U1502Z1,U1502Z1,1,,341_821_200615,331_255_200302
U1502Z1,U1502Z1,1,,341_833_200615,331_256_200302
U1502Z1,U1502Z1,1,,341_806_200615,331_258_200302
U1513Z2,U1513Z2,1,,331_113_191202,333_1090_200302
U1502Z1,U1502Z1,1,,341_825_200615,333_1091_200302
U1502Z1,U1502Z1,1,,341_835_200615,333_1095_200302
U1513Z2,U1513Z2,1,,331_61_191202,333_1098_200302
U1502Z1,U1502Z1,1,,341_812_200615,333_1102_200302
U1502Z1,U1502Z1,1,,341_678_191104,333_1104_200302
U1513Z2,U1513Z2,1,,333_1064_200302,331_64_200518
U1513Z2,U1513Z2,1,,331_241_200302,331_64_200518
U1502Z1,U1502Z1,1,,341_829_200615,333_1108_200302
U1502Z1,U1502Z1,1,,341_831_200615,333_1110_200302
U1502Z1,U1502Z1,1,,341_839_200615,333_1116_200302
U1502Z1,U1502Z1,1,,341_784_200615,331_262_200302
U1502Z1,U1502Z1,1,,341_786_200615,331_264_200302
U3303Z1,U3303Z1,1,,455_79_200601,332_890_200615
U1546Z2,U1546Z2,1,,651_90_190715,337_460_200601
U1546Z2,U1546Z2,1,,651_108_190715,337_462_200601
U1546Z2,U1546Z1,1,,651_29_190715,337_433_200519
U1546Z2,U1546Z2,1,,651_31_190715,337_464_200601
U1546Z2,U1546Z2,1,,651_102_190715,337_465_200601
U2109Z1,U2109Z1,1,,332_865_200615,452_346_200615
U1546Z1,U1546Z2,1,,337_426_200519,651_78_190715
U1546Z1,U1546Z2,1,,337_445_200519,651_9_190715
U1546Z1,U1546Z2,1,,337_437_200519,651_96_200601
U1546Z1,U1546Z2,1,,337_427_200519,651_98_200601
U1546Z2,U1546Z2,1,,337_465_200601,651_103_190715
U1546Z2,U1546Z2,1,,337_459_200601,651_24_190715
U1546Z1,U1546Z2,1,,337_438_200519,651_110_190715
U1546Z1,U1546Z2,1,,337_433_200519,651_30_190715
U1546Z1,U1546Z2,1,,337_447_200519,651_111_190715
U1546Z2,U1546Z2,1,,337_464_200601,651_111_190715
U1546Z1,U1546Z2,1,,651_93_200519,337_474_200601
U2522Z3,U2522Z2,1,,485_5_190805,390_131_200522
U2546Z2,U2546Z2,1,,455_65_190603,390_137_200522
U2537Z1,U2537Z2,1,,488_37_180430,361_94_200421
U2537Z1,U2537Z2,1,,460_6_200420,361_94_200421
U2537Z2,U2537Z2,1,,361_212_200522,460_1_200421
U2537Z1,U2537Z2,1,,460_4_200518,361_7_200522
U2537Z1,U2537Z2,1,,488_39_180430,361_97_200420
U2537Z1,U2537Z2,1,,460_1_200421,361_97_200420
U2537Z1,U2537Z2,1,,488_45_180430,361_99_200420
U1851Z10,U1851Z3,1,,395_248_190902,361_169_200420
U1851Z10,U1851Z3,1,,395_257_190902,361_170_200420
U1564Z1,U1564Z1,1,,339_20_200316,444_23_190715
U1564Z1,U1564Z1,1,,339_22_200316,444_237_191111
U1564Z1,U1564Z1,1,,339_6_200316,444_27_190715
U1564Z1,U1564Z1,1,,339_28_200316,444_19_190715
U1564Z1,U1564Z1,1,,339_317_200316,444_239_191111
U1564Z1,U1564Z1,1,,339_8_200316,444_14_190715
U1564Z1,U1564Z1,1,,339_311_200316,444_242_190902
U1564Z1,U1564Z1,1,,337_359_200316,444_220_190902
U1762Z1,U1762Z1,1,,360_10_200420,444_310_191007
U1564Z1,U1564Z1,1,,337_437_200519,444_243_190902
U1762Z1,U1762Z1,1,,361_106_200420,444_244_191111
U1564Z1,U1564Z1,1,,339_11_200316,444_245_190902
U1564Z1,U1564Z1,1,,335_341_200316,444_3_200518
U1502Z1,U1502Z2,1,,333_1053_200302,341_777_200615
U1502Z2,U1502Z2,1,,331_243_200302,341_777_200615
U1502Z2,U1502Z1,1,,333_1096_200302,341_778_200615
U1502Z1,U1502Z1,1,,331_244_200302,341_778_200615
U1502Z1,U1502Z2,1,,333_1065_200302,341_779_200615
U1502Z2,U1502Z2,1,,333_1056_200302,341_779_200615
U1502Z2,U1502Z1,1,,333_1098_200302,341_782_200615
U1502Z1,U1502Z1,1,,331_246_200518,341_782_200615
U1502Z1,U1502Z2,1,,331_258_200302,341_783_200615
U1502Z2,U1502Z2,1,,331_252_200302,341_783_200615
U1502Z2,U1502Z1,1,,333_1058_200302,341_784_200615
U1502Z1,U1502Z1,1,,331_262_200302,341_784_200615
U1502Z2,U1502Z1,1,,333_1045_200302,341_786_200615
U1502Z1,U1502Z1,1,,331_264_200302,341_786_200615
U1502Z1,U1502Z2,1,,333_1102_200302,341_787_200615
U1502Z2,U1502Z2,1,,333_1049_200302,341_787_200615
U1502Z2,U1502Z1,1,,333_1103_200302,341_788_200615
U1502Z1,U1502Z1,1,,333_1050_200302,341_788_200615
U1502Z1,U1502Z2,1,,333_1104_200302,341_789_200615
U1502Z2,U1502Z1,1,,333_1105_200302,341_790_200615
U1502Z1,U1502Z1,1,,333_1061_200302,341_790_200615
U1502Z1,U1502Z2,1,,333_1106_200302,341_637_191104
U1762Z1,U1762Z1,1,,314_158_200601,444_313_191007
U1564Z1,U1564Z1,1,,337_427_200519,444_249_190902
U1762Z1,U1762Z1,1,,361_99_200420,444_250_191111
U1564Z1,U1564Z1,1,,339_15_200316,444_251_190902
U1502Z2,U1502Z1,1,,333_1090_200302,341_792_200615
U1502Z2,U1502Z1,1,,333_1081_200302,341_794_200615
U1502Z1,U1502Z1,1,,331_240_200302,341_794_200615
U1502Z1,U1502Z1,1,,333_1053_200302,341_800_200615
U1502Z1,U1502Z2,1,,333_1095_200302,341_801_200615
U1502Z2,U1502Z2,1,,333_1054_200302,341_801_200615
U1502Z2,U1502Z1,1,,333_1056_200302,341_802_200615
U1502Z1,U1502Z1,1,,333_1065_200302,341_802_200615
U1502Z1,U1502Z2,1,,331_251_200302,341_803_200615
U1502Z2,U1502Z2,1,,331_245_200302,341_803_200615
U1502Z1,U1502Z1,1,,331_258_200302,341_806_200615
U1502Z1,U1502Z2,1,,331_255_200302,341_807_200615
U1502Z2,U1502Z2,1,,331_248_200302,341_807_200615
U1502Z1,U1502Z1,1,,331_249_200302,341_810_200615
U1502Z2,U1502Z2,1,,333_1045_200302,341_811_200615
U1502Z2,U1502Z1,1,,333_1049_200302,341_812_200615
U1502Z1,U1502Z1,1,,333_1102_200302,341_812_200615
U1502Z1,U1502Z2,1,,333_1050_200302,341_677_191104
U1502Z2,U1502Z2,1,,333_1103_200302,341_677_191104
U1502Z1,U1502Z1,1,,333_1104_200302,341_678_191104
U1502Z1,U1502Z2,1,,333_1061_200302,341_679_191104
U1502Z2,U1502Z2,1,,333_1105_200302,341_679_191104
U1502Z2,U1502Z1,1,,333_1048_200302,341_813_200615
U1502Z2,U1502Z2,1,,333_1081_200302,341_814_200615
U1502Z1,U1502Z2,1,,331_240_200302,341_814_200615
U1502Z2,U1502Z1,1,,333_551_200302,341_815_200615
U1502Z2,U1502Z1,1,,333_1084_200302,341_815_200615
U1502Z2,U1502Z2,1,,333_1012_200302,341_816_200615
U1502Z1,U1502Z2,1,,331_256_200302,341_816_200615
U1502Z1,U1502Z1,1,,331_251_200302,341_817_200615
U1502Z2,U1502Z2,1,,333_1098_200302,341_818_200615
U1502Z1,U1502Z1,1,,331_255_200302,341_821_200615
U1502Z2,U1502Z2,1,,333_1058_200302,341_822_200615
U1502Z2,U1502Z2,1,,333_1113_200302,341_706_191104
U1502Z2,U1502Z1,1,,333_1062_200302,341_825_200615
U1502Z1,U1502Z2,1,,333_1063_200302,341_826_200615
U1502Z2,U1502Z1,1,,333_1064_200302,341_827_200615
U1502Z2,U1502Z1,1,,333_1115_200302,341_827_200615
U1502Z1,U1502Z1,1,,333_1051_200302,341_827_200615
U1502Z1,U1502Z2,1,,331_251_200302,341_828_200615
U1502Z2,U1502Z2,1,,331_245_200302,341_828_200615
U1502Z2,U1502Z1,1,,333_1066_200302,341_829_200615
U1502Z1,U1502Z1,1,,333_1108_200302,341_829_200615
U1502Z1,U1502Z2,1,,333_1116_200302,341_830_200615
U1502Z2,U1502Z2,1,,333_1077_200302,341_830_200615
U1502Z2,U1502Z1,1,,333_1117_200302,341_831_200615
U1502Z1,U1502Z1,1,,333_1110_200302,341_831_200615
U1502Z1,U1502Z2,1,,333_1057_200302,341_832_200615
U1502Z2,U1502Z2,1,,333_1111_200302,341_832_200615
U1502Z2,U1502Z1,1,,333_1012_200302,341_833_200615
U1502Z1,U1502Z1,1,,331_256_200302,341_833_200615
U1502Z1,U1502Z2,1,,331_242_200302,341_834_200615
U1502Z2,U1502Z2,1,,331_257_200302,341_834_200615
U1502Z2,U1502Z1,1,,333_1054_200302,341_835_200615
U1502Z1,U1502Z1,1,,333_1095_200302,341_835_200615
U1502Z2,U1502Z2,1,,333_1096_200302,341_836_200615
U1502Z1,U1502Z2,1,,331_244_200302,341_836_200615
U1502Z1,U1502Z2,1,,333_1108_200302,341_838_200615
U1502Z2,U1502Z2,1,,333_1066_200302,341_838_200615
U1502Z2,U1502Z1,1,,333_1077_200302,341_839_200615
U1502Z1,U1502Z1,1,,333_1116_200302,341_839_200615
U1502Z1,U1502Z2,1,,333_1110_200302,341_840_200615
U1502Z2,U1502Z2,1,,333_1117_200302,341_840_200615
U1330Z1,U1330Z1,1,,332_835_200615,332_894_200615
U1502Z2,U1502Z1,1,,333_1111_200302,341_841_200615
U1502Z1,U1502Z1,1,,333_1057_200302,341_841_200615
U1502Z1,U1502Z2,1,,333_1112_200302,341_645_191104
U4398Z2,U4398Z2,1,,624_377_191106,342_92_191202
U4777Z15,U4777Z8,1,,588_48_191202,388_121_191202
U4777Z15,U4777Z8,1,,650_114_200330,388_121_191202
U4418Z1,U4418Z1,1,,623_244_200331,342_73_191202
U4418Z1,U4418Z1,1,,623_253_200331,342_95_191202
U4777Z15,U4777Z9,1,,388_23_191024,650_111_200330
U4777Z17,U4777Z9,1,,609_748_200203,650_111_200330
U4777Z15,U4777Z10,1,,388_49_191024,588_25_191202
U4418Z1,U4418Z1,1,,623_262_200331,342_97_191202
U4398Z2,U4398Z2,1,,624_371_200513,342_97_191202
U4777Z15,U4777Z8,1,,588_32_191202,388_124_191202
U4398Z2,U4398Z2,1,,624_219_200513,342_86_191202
U4418Z1,U4418Z1,1,,623_200_191206,342_99_200513
U4398Z2,U4398Z2,1,,624_361_200513,342_99_200513
U4770Z1,U4770Z1,1,,612_349_200521,342_46_190826
U4418Z1,U4418Z1,1,,623_198_191206,342_103_200513
U4398Z2,U4398Z2,1,,624_359_200513,342_103_200513
U4418Z1,U4418Z1,1,,623_260_200331,342_105_191202
U4398Z2,U4398Z2,1,,624_383_191106,342_105_191202
U4777Z15,U4777Z8,1,,580_143_191218,388_125_191202
U4398Z2,U4398Z2,1,,624_357_200513,342_108_200513
U4398Z2,U4398Z2,1,,624_381_191106,342_110_191202
U4770Z1,U4770Z1,1,,612_353_200521,342_111_191202
U4398Z2,U4398Z2,1,,624_385_191106,342_112_200513
U1785Z3,U1785Z3,1,,369_611_200124,348_621_200522
U1785Z4,U1785Z4,1,,369_572_200124,348_622_200522
U1308Z2,U1308Z2,1,,368_19_190920,348_622_200522
U1785Z3,U1785Z3,1,,369_567_200124,348_670_200522
U1785Z4,U1785Z4,1,,473_114_200106,369_546_200124
U1785Z4,U1785Z4,1,,473_121_200106,369_551_200513
U1308Z2,U1308Z2,1,,368_47_200518,369_553_200513
U1785Z3,U1785Z3,1,,348_578_200522,369_554_200513
U1308Z2,U1308Z2,1,,368_286_200615,369_695_200615
U1308Z2,U1308Z2,1,,656_8_200514,369_562_200513
U1785Z4,U1785Z4,1,,348_577_200522,369_566_200513
U1785Z3,U1785Z3,1,,348_670_200522,369_567_200124
U1308Z2,U1308Z2,1,,368_284_200614,369_704_200615
U1785Z4,U1785Z4,1,,348_622_200522,369_572_200124
U1785Z4,U1785Z4,1,,473_112_200106,369_574_200124
U1785Z4,U1785Z4,1,,473_117_200106,369_578_200513
U1793Z5,U1793Z1,1,,467_272_190411,349_15_190411
U1690Z2,U1690Z2,1,,316_562_200518,350_42_191021
U1690Z1,U1690Z1,1,,316_514_200518,350_5_200316
U1690Z2,U1690Z2,1,,316_515_200518,350_6_200316
U1690Z1,U1690Z1,1,,316_516_200518,350_7_191021
U1690Z2,U1690Z2,1,,316_517_200518,350_8_191021
U1690Z1,U1690Z1,1,,316_563_200518,350_521_191021
U1690Z1,U1690Z1,1,,316_609_200518,350_11_191021
U1690Z1,U1690Z1,1,,316_613_200518,350_523_191021
U1690Z1,U1690Z1,1,,316_487_200518,350_15_191021
U1690Z1,U1690Z1,1,,316_555_200518,350_526_191021
U1690Z2,U1690Z2,1,,316_589_200518,350_548_191021
U1690Z1,U1690Z1,1,,316_590_200518,350_528_191021
U1690Z1,U1690Z1,1,,316_594_200518,350_26_191021
U1690Z1,U1690Z1,1,,316_507_200518,350_28_191021
U1690Z2,U1690Z2,1,,316_494_200518,350_550_200316
U1690Z1,U1690Z1,1,,316_584_200518,350_534_191021
U1690Z1,U1690Z1,1,,316_577_200518,350_47_191021
U1690Z1,U1690Z1,1,,316_606_200518,350_51_191021
U1690Z2,U1690Z2,1,,316_556_200518,350_52_191021
U1690Z1,U1690Z1,1,,316_557_200518,350_53_191021
U1690Z2,U1690Z2,1,,316_480_200518,350_553_191021
U2555Z1,U2555Z1,1,,439_4_200420,360_128_200522
U4752Z2,U4752Z2,1,,486_3_191216,360_130_200522
U2555Z1,U2555Z1,1,,439_7_200421,360_133_200522
U2537Z1,U2537Z2,1,,361_44_200420,361_211_200522
U2537Z1,U2537Z2,1,,488_9_200518,361_104_200420
U2537Z1,U2537Z2,1,,488_19_200518,361_106_200420
U1851Z10,U1851Z3,1,,395_240_190902,361_213_200522
U2537Z2,U2537Z2,1,,361_209_200522,460_5_200420
U1709Z1,U1709Z2,1,,317_30_190902,488_15_200420
U1842Z2,U1842Z1,1,,314_150_200601,488_15_200420
U2537Z1,U2537Z2,1,,361_169_200420,361_215_200522
U2537Z1,U2537Z2,1,,488_43_180430,361_101_200420
U2537Z1,U2537Z2,1,,488_4_200518,439_3_200420
U2537Z1,U2537Z2,1,,460_8_200420,361_30_200420
U2537Z1,U2537Z2,1,,488_13_200518,361_111_200420
U2537Z1,U2537Z2,1,,460_9_200420,361_219_200522
U1709Z1,U1709Z2,1,,317_52_190902,488_17_200420
U2537Z2,U2537Z2,1,,361_212_200522,437_22_200522
U2537Z1,U2537Z2,1,,361_168_200421,439_1_200421
U1851Z10,U1851Z3,1,,395_254_190902,361_172_200421
U2537Z1,U2537Z2,1,,361_48_200420,361_220_200522
U2537Z1,U2537Z2,1,,488_31_180430,361_39_200420
U1851Z10,U1851Z3,1,,395_218_190902,361_168_200421
U2537Z1,U2537Z2,1,,361_168_200421,460_9_200420
U2537Z2,U2537Z2,1,,361_217_200522,460_10_200420
U2537Z2,U2537Z2,1,,361_212_200522,439_5_200518
U2537Z1,U2537Z1,1,,361_168_200421,488_18_200518
U1709Z1,U1709Z2,1,,317_283_200601,488_19_200518
U1842Z2,U1842Z1,1,,314_148_200401,488_19_200518
U1308Z1,U1308Z1,1,,348_623_200522,368_22_190920
U1308Z1,U1308Z1,1,,348_625_200522,368_26_190920
U1785Z4,U1785Z4,1,,473_109_200106,369_591_200124
U1785Z4,U1785Z4,1,,473_119_200106,369_593_200124
U1785Z4,U1785Z4,1,,473_115_200106,369_599_200124
U1308Z2,U1308Z2,1,,656_9_190826,369_608_200513
U1785Z4,U1785Z3,1,,473_110_200106,369_609_200124
U1785Z4,U1785Z3,1,,473_115_200106,369_620_200513
U1785Z4,U1785Z4,1,,473_123_200106,369_627_200124
U2215Z1,U2215Z4,1,,372_4_180702,663_1_180702
U2228Z1,U2228Z2,1,,473_2_200106,370_70_190701
U2228Z1,U2228Z2,1,,473_5_200106,370_66_190701
U2337Z1,U2337Z1,1,,663_22_200518,372_48_190701
U2228Z1,U2228Z2,1,,372_10_200518,370_90_190701
U2228Z1,U2228Z2,1,,473_12_200106,370_90_190701
U2228Z1,U2228Z2,1,,470_9_200106,370_96_190701
U2244Z2,U2244Z1,1,,374_261_200518,371_43_200518
U2244Z2,U2244Z1,1,,371_68_200518,374_235_200518
U2244Z2,U2244Z1,1,,374_159_191223,371_30_180702
U2244Z2,U2244Z1,1,,371_140_200518,374_241_200518
U2244Z2,U2244Z1,1,,374_259_200518,371_186_200518
U2244Z2,U2244Z1,1,,371_233_200518,374_257_200518
U1829Z4,U1829Z1,1,,669_74_200417,375_1262_200417
U1829Z4,U1829Z1,1,,669_82_200417,367_595_200417
U1829Z4,U1829Z1,1,,667_10_191029,375_1268_200203
U1829Z1,U1829Z1,1,,669_8_200417,367_597_200518
U1829Z4,U1829Z1,1,,666_74_200518,375_1271_200417
U1829Z4,U1829Z1,1,,669_85_200417,375_1271_200417
U1829Z2,U1829Z1,1,,669_27_200417,367_603_200518
U1829Z4,U1829Z1,1,,666_75_200518,367_605_200518
U1829Z4,U1829Z1,1,,670_4_200417,367_605_200518
U1829Z4,U1829Z1,1,,667_21_191029,375_1280_200203
U1829Z4,U1829Z1,1,,666_59_190929,375_1219_200518
U1829Z4,U1829Z1,1,,667_17_190930,375_1219_200518
U1829Z4,U1829Z1,1,,669_79_200417,367_610_200417
U1829Z4,U1829Z1,1,,670_13_200518,367_611_200518
